totalcharges;final_total_charges;monthlycharges;final_monthly_charges
35.45;38.8177508354187;35.45;38.8177508354187
6425.65;7036.086643066406;88.05;96.41475334167481
563.65;617.1967767333985;71.15;77.9092516708374
5971.25;6538.51875;101.05;110.64975334167481
1071.4;1173.1830267333985;69.5;76.1025
564.35;617.9632232666015;68.55;75.0622533416748
655.5;717.7725;95.0;104.025
7930.55;8683.952036132812;108.15;118.4242516708374
5215.25;5710.69875;86.1;94.27949832916259
1152.8;1262.3160534667968;80.9;88.5855016708374
3958.25;4334.28375;73.9;80.9205016708374
6254.45;6848.6229638671875;89.05;97.50975334167481
2651.2;2903.0639465332033;45.3;49.6034991645813
242.8;265.8660033416748;104.4;114.3180016708374
1181.75;1294.01625;81.95;89.7352466583252
5000.2;5475.219213867187;94.85;103.8607483291626
1559.25;1707.37875;105.35;115.35824832916259
662.65;725.6017767333984;84.5;92.5275
2453.3;2686.363553466797;74.75;81.85125
3173.35;3474.818356933594;71.9;78.7305016708374
531.0;581.445;91.0;99.645
8129.3;8901.583286132813;109.7;120.1214966583252
6519.75;7139.12625;111.35;121.9282483291626
8041.65;8805.606643066407;112.25;122.91375
2681.15;2935.8591430664064;101.9;111.5805016708374
7405.5;8109.0225;105.55;115.5772533416748
4179.2;4576.224213867187;55.45;60.7177508354187
79.9;87.4905016708374;79.9;87.4905016708374
1934.45;2118.222696533203;106.6;116.7269983291626
6654.1;7286.239606933594;102.45;112.1827466583252
1975.85;2163.5557232666015;86.8;95.0460033416748
3437.45;3764.007696533203;58.75;64.33125
5324.5;5830.3275;84.2;92.1989966583252
1288.75;1411.18125;50.6;55.4069983291626
2545.75;2787.59625;81.15;88.85925167083741
2723.15;2981.849143066406;89.9;98.4405016708374
4107.25;4497.43875;85.3;93.4035033416748
5760.65;6307.911643066406;108.0;118.26
4747.5;5198.5125;93.5;102.3825
84.6;92.6369983291626;84.6;92.6369983291626
1120.3;1226.728553466797;95.0;104.025
6350.5;6953.7975;86.6;94.82699832916259
7878.3;8626.738286132813;109.2;119.5739966583252
3187.65;3490.4766430664063;74.7;81.7964966583252
6126.15;6708.134143066406;94.4;103.3680016708374
2531.8;2772.321053466797;65.0;71.175
4298.45;4706.802963867188;99.0;108.405
2633.3;2883.463553466797;83.7;91.6514966583252
4103.9;4493.7703930664065;59.55;65.2072491645813
7008.15;7673.924143066406;115.1;126.0344983291626
5791.1;6341.254606933594;114.35;125.2132483291626
1228.65;1345.3717767333985;45.0;49.275
132.2;144.7589966583252;41.15;45.059251670837405
1364.3;1493.908553466797;106.9;117.0555016708374
4925.35;5393.258356933594;89.85;98.3857483291626
1520.1;1664.5094732666016;49.85;54.5857483291626
5032.25;5510.31375;113.3;124.0635033416748
5526.75;6051.79125;88.1;96.4694983291626
2007.25;2197.93875;105.0;114.975
1511.2;1654.7639465332031;94.45;103.4227466583252
2172.05;2378.394803466797;107.05;117.2197533416748
5624.85;6159.210856933594;105.05;115.0297533416748
1339.8;1467.081053466797;64.95;71.1202466583252
771.95;845.2852633666993;55.0;60.225
1779.95;1949.0451965332031;95.15;104.18925167083741
567.8;621.7409866333007;89.35;97.8382483291626
3437.5;3764.0625;100.8;110.3760033416748
3015.75;3302.24625;74.55;81.63225334167481
1509.8;1653.2310534667968;64.9;71.0655016708374
396.1;433.7295066833496;95.45;104.5177466583252
356.65;390.53174331665036;90.4;98.9880016708374
4109.0;4499.355;60.3;66.0284991645813
2054.4;2249.567893066406;75.55;82.72725334167481
3741.85;4097.325856933594;101.15;110.7592516708374
3682.45;4032.2826965332033;78.75;86.23125
1886.25;2065.44375;89.05;97.50975334167481
4895.1;5360.134606933594;115.05;125.97975334167481
5686.4;6226.607893066406;110.05;120.5047533416748
3058.65;3349.221643066406;80.3;87.9285033416748
2231.05;2442.999803466797;93.15;101.9992516708374
4350.1;4763.359606933594;82.45;90.2827466583252
4264.0;4669.08;60.0;65.7
4176.7;4573.486713867187;60.05;65.7547491645813
5138.1;5626.219606933594;102.7;112.4564966583252
5293.95;5796.875463867187;75.8;83.0010033416748
4759.85;5212.035856933594;104.6;114.5369983291626
6148.45;6732.552963867188;88.15;96.5242516708374
3565.65;3904.386643066406;94.8;103.80600334167481
6603.0;7230.285;103.4;113.2230016708374
6223.8;6815.060786132813;85.75;93.89625
168.2;184.1789966583252;90.4;98.9880016708374
996.85;1091.5507232666016;44.95;49.2202508354187
6430.9;7041.835393066406;97.0;106.215
574.35;628.9132232666016;89.15;97.6192516708374
846.0;926.37;80.25;87.87375
6823.4;7471.6228930664065;105.25;115.24875
4016.75;4398.34125;97.1;106.3244983291626
3959.15;4335.269143066406;98.8;108.1860033416748
492.55;539.3422366333008;96.5;105.6675
1406.0;1539.57;59.95;65.64525083541871
6962.85;7624.320856933594;98.65;108.0217516708374
8126.65;8898.681643066406;112.6;123.29699832916259
5608.4;6141.197893066406;99.75;109.22625
3646.8;3993.246053466797;96.1;105.2294983291626
3662.25;4010.16375;85.1;93.1844983291626
2566.5;2810.3175;104.95;114.9202466583252
5308.7;5813.026713867188;89.65;98.1667516708374
4732.35;5181.923356933594;64.8;70.9560033416748
90.85;99.4807483291626;90.85;99.4807483291626
5067.45;5548.857963867187;108.1;118.3694983291626
2348.45;2571.5526965332033;54.75;59.95125
4063.0;4448.985;90.4;98.9880016708374
2595.25;2841.79875;95.6;104.6819983291626
2309.55;2528.957303466797;84.8;92.8560033416748
3944.5;4319.2275;95.05;104.0797533416748
5965.95;6532.715463867187;90.05;98.60475334167481
3694.7;4045.696446533203;109.9;120.3405016708374
1803.7;1975.051446533203;54.6;59.7869983291626
7007.6;7673.322106933594;99.45;108.89774665832519
2861.45;3133.287696533203;93.95;102.8752466583252
6858.9;7510.495393066406;98.7;108.0764966583252
1845.9;2021.2605267333984;83.3;91.21350334167481
2830.45;3099.3426965332033;100.55;110.10225334167481
5376.4;5887.157893066406;105.1;115.0844983291626
858.6;940.1669732666015;85.95;94.11524665832519
4784.45;5238.972963867188;65.2;71.3939966583252
8468.2;9272.679213867188;114.05;124.88475334167481
3161.2;3461.513946533203;89.85;98.3857483291626
1882.55;2061.392303466797;112.95;123.68024665832519
5070.4;5552.087893066407;101.55;111.19725334167481
6049.5;6624.2025;114.65;125.5417516708374
1166.7;1277.5364465332032;64.8;70.9560033416748
2937.65;3216.7266430664063;80.4;88.0380016708374
6396.45;7004.112963867187;105.9;115.9605016708374
759.55;831.7072366333008;94.75;103.75125
7611.55;8334.647036132812;105.5;115.52250000000001
1545.4;1692.2130267333985;69.75;76.37625
3582.4;3922.727893066406;60.2;65.9190008354187
2227.1;2438.6746069335936;81.05;88.7497533416748
2494.65;2731.6416430664062;104.15;114.0442516708374
2369.3;2594.383553466797;80.8;88.47600334167481
1614.05;1767.384803466797;69.45;76.0477466583252
385.9;422.5604933166504;101.15;110.7592516708374
673.25;737.20875;99.8;109.2810033416748
8404.9;9203.365927734376;116.05;127.0747533416748
2799.75;3065.72625;40.05;43.8547491645813
6538.45;7159.602963867188;102.1;111.7994983291626
734.35;804.1132232666016;55.95;61.2652508354187
55.0;60.225;55.0;60.225
564.4;618.0180267333984;70.05;76.7047533416748
2747.2;3008.183946533203;76.05;83.27475334167481
453.4;496.4729933166504;96.1;105.2294983291626
2145.0;2348.775;45.3;49.6034991645813
1671.6;1830.4019732666015;81.45;89.1877466583252
8003.8;8764.160786132812;108.5;118.8075
6130.85;6713.280856933594;84.5;92.5275
1415.0;1549.425;100.15;109.6642516708374
6201.95;6791.135463867187;88.6;97.0169983291626
6597.25;7223.98875;104.8;114.75600334167481
3902.6;4273.347106933594;64.05;70.13475334167481
903.6;989.4419732666015;43.75;47.90625
1238.45;1356.102696533203;99.7;109.1714966583252
3899.05;4269.459803466797;116.25;127.29375
4543.15;4974.749143066406;65.2;71.3939966583252
1782.4;1951.7280267333986;94.1;103.0394983291626
167.5;183.4125;94.2;103.14899665832519
1818.3;1991.0385534667969;94.3;103.25850334167481
6300.15;6898.664143066406;106.45;116.5627466583252
5916.95;6479.0604638671875;105.45;115.4677466583252
4131.95;4524.485463867188;104.8;114.75600334167481
6989.45;7653.447963867187;105.4;115.4130016708374
4713.4;5161.172893066407;85.5;93.6225
3480.0;3810.6;100.05;109.55475334167481
8399.15;9197.069677734375;115.75;126.74625
7379.8;8080.880786132812;107.15;117.32925167083741
85.0;93.075;85.0;93.075
6744.2;7384.899213867187;95.65;104.7367516708374
4946.7;5416.636713867188;80.6;88.2569983291626
8248.5;9032.1075;113.1;123.8444983291626
601.6;658.7519732666016;58.95;64.5502508354187
2647.2;2898.683946533203;78.95;86.4502466583252
6744.25;7384.95375;105.05;115.0297533416748
7966.9;8723.755393066407;110.3;120.7785033416748
8220.4;9001.338427734376;115.6;126.5819983291626
3808.0;4169.76;68.75;75.28125
6033.3;6606.463286132813;107.25;117.43875
516.15;565.1842767333984;69.7;76.3214966583252
5861.75;6418.61625;99.5;108.9525
4973.4;5445.8728930664065;70.85;77.5807483291626
1667.25;1825.63875;101.9;111.5805016708374
3527.6;3862.7221069335938;100.25;109.77375
697.25;763.48875;64.9;71.0655016708374
5614.45;6147.822963867187;100.3;109.8285033416748
3204.4;3508.817893066406;110.85;121.3807483291626
4747.65;5198.6766430664065;81.05;88.7497533416748
3365.4;3685.1128930664063;94.55;103.5322533416748
7422.1;8127.199606933594;99.15;108.5692516708374
6668.05;7301.514536132812;90.4;98.9880016708374
8071.05;8837.799536132812;111.9;122.5305016708374
5435.0;5951.325;83.5;91.4325
237.2;259.73399665832517;65.55;71.77725334167481
4614.55;5052.932036132813;90.35;98.9332483291626
4903.2;5369.004213867188;108.65;118.9717516708374
3608.0;3950.76;109.55;119.9572533416748
6094.25;6673.20375;86.65;94.8817516708374
3084.9;3377.9653930664062;81.0;88.695
8306.05;9095.124536132813;114.55;125.43225334167481
6786.4;7431.107893066406;105.25;115.24875
4860.35;5322.083356933594;109.8;120.2310033416748
3418.2;3742.928946533203;69.5;76.1025
6976.75;7639.54125;102.85;112.6207483291626
362.6;397.0470066833496;34.55;37.8322491645813
2395.7;2623.2914465332033;95.15;104.18925167083741
6819.45;7467.297963867188;104.6;114.5369983291626
7943.45;8698.077963867188;111.65;122.2567516708374
4547.25;4979.23875;90.05;98.60475334167481
4687.9;5133.250393066406;110.75;121.27125
6562.9;7186.375393066406;89.85;98.3857483291626
2236.2;2448.638946533203;54.55;59.7322491645813
6985.65;7649.286643066406;105.5;115.52250000000001
3109.9;3405.3403930664062;99.45;108.89774665832519
5794.65;6345.141643066407;104.55;114.4822533416748
855.3;936.5534866333007;85.25;93.34875
89.55;98.05725334167481;89.55;98.05725334167481
4287.2;4694.4842138671875;89.85;98.3857483291626
1899.65;2080.1167767333986;94.55;103.5322533416748
161.5;176.8425;89.5;98.0025
865.1;947.2844732666016;95.1;104.1344983291626
6132.7;6715.306713867188;88.85;97.2907483291626
3597.5;3939.2625;78.8;86.2860033416748
4459.15;4882.769143066406;69.55;76.1572533416748
4039.3;4423.033553466797;57.8;63.2909991645813
2550.9;2793.2353930664062;49.15;53.8192516708374
7246.15;7934.534143066407;110.35;120.8332483291626
62.25;68.16375;34.7;37.9965008354187
313.6;343.3920066833496;107.95;118.2052466583252
80.0;87.6;80.0;87.6
4616.05;5054.574536132813;73.8;80.8110033416748
4188.4;4586.297893066407;103.75;113.60625
4149.45;4543.647963867187;83.4;91.3230016708374
2344.5;2567.2275;75.25;82.39875
6316.2;6916.239213867188;85.15;93.2392516708374
2516.2;2755.238946533203;84.9;92.9655016708374
2964.0;3245.58;104.65;114.5917516708374
2211.8;2421.921053466797;80.1;87.7094983291626
4145.9;4539.760393066406;58.25;63.78375
2664.3;2917.408553466797;85.65;93.7867516708374
1277.5;1398.8625;50.35;55.1332483291626
381.3;417.52348663330076;85.95;94.11524665832519
3105.55;3400.577303466797;94.5;103.4775
4805.65;5262.186643066406;74.2;81.2489966583252
2423.4;2653.622893066406;90.15;98.7142516708374
1653.45;1810.5276965332032;50.6;55.4069983291626
3327.05;3643.119803466797;110.45;120.94274665832519
7085.5;7758.6225;101.0;110.595
6697.35;7333.598356933594;89.85;98.3857483291626
1008.55;1104.3622366333009;98.55;107.91225334167481
7882.25;8631.06375;110.8;121.3260033416748
8196.4;8975.058427734375;114.95;125.8702466583252
5600.15;6132.164143066406;80.15;87.7642516708374
515.75;564.74625;71.35;78.1282483291626
1842.8;2017.866053466797;98.55;107.91225334167481
1269.55;1390.157303466797;85.9;94.0605016708374
1907.85;2089.0957232666015;89.25;97.72875
1175.6;1287.2819732666017;64.8;70.9560033416748
1444.65;1581.8917767333985;93.35;102.2182483291626
454.15;497.2942433166504;88.9;97.34550167083741
3036.75;3325.24125;95.8;104.90100334167481
8065.65;8831.886643066406;110.65;121.1617516708374
92.5;101.2875;40.3;44.1284991645813
6152.3;6736.768286132812;107.0;117.165
5154.5;5644.1775;73.35;80.3182483291626
4874.8;5337.905786132813;110.0;120.45
1832.4;2006.4780267333986;78.4;85.8480016708374
3590.2;3931.2689465332032;59.85;65.5357483291626
5023.0;5500.185;76.9;84.2055016708374
298.7;327.0765133666992;45.0;49.275
143.65;157.29674331665038;64.2;70.2989966583252
6125.4;6707.312893066406;96.75;105.94125
1058.25;1158.78375;98.5;107.8575
5468.45;5987.9529638671875;76.8;84.0960033416748
7616.0;8339.52;108.55;118.8622533416748
4113.1;4503.844606933594;101.3;110.9235033416748
6017.65;6589.326643066406;103.25;113.05875
7250.15;7938.914143066406;104.0;113.88
178.7;195.6764966583252;86.2;94.3889966583252
5656.75;6194.14125;103.7;113.55149665832519
2317.1;2537.224606933594;111.2;121.7639966583252
6751.35;7392.728356933594;106.35;116.45324832916259
3566.6;3905.4271069335937;79.15;86.6692516708374
4889.3;5353.7832861328125;103.1;112.8944983291626
644.35;705.5632232666015;95.6;104.6819983291626
5610.7;6143.7167138671875;108.55;118.8622533416748
5222.3;5718.418286132813;74.1;81.13949832916259
5774.55;6323.132036132813;93.25;102.10875
4487.3;4913.593286132813;71.4;78.1830016708374
2854.95;3126.170196533203;79.2;86.72399665832519
5509.3;6032.683286132813;100.0;109.5
7589.8;8310.830786132812;105.0;114.975
89.9;98.4405016708374;89.9;98.4405016708374
5459.2;5977.824213867188;84.85;92.9107483291626
6782.15;7426.454143066407;92.0;100.74
6510.45;7128.942963867187;89.8;98.3310033416748
8476.5;9281.7675;115.8;126.8010033416748
4461.85;4885.725856933594;85.15;93.2392516708374
6413.65;7022.946643066406;100.15;109.6642516708374
6309.65;6909.066643066406;86.05;94.22475334167481
4719.75;5168.12625;64.8;70.9560033416748
5822.3;6375.418286132813;93.4;102.2730016708374
307.4;336.6029933166504;95.1;104.1344983291626
2104.55;2304.482303466797;94.65;103.64175167083741
5084.65;5567.691643066406;85.55;93.6772533416748
5598.0;6129.81;97.55;106.8172533416748
3027.4;3315.002893066406;50.8;55.6259991645813
4634.35;5074.613356933593;99.7;109.1714966583252
1582.75;1733.11125;105.1;115.0844983291626
3077.0;3369.315;60.15;65.8642516708374
1043.3;1142.4135534667969;110.1;120.5594983291626
497.55;544.8172366333008;83.9;91.8705016708374
7511.65;8225.256643066406;111.25;121.81875
2857.6;3129.0721069335937;110.5;120.9975
3247.55;3556.067303466797;91.2;99.86399665832519
5017.9;5494.6003930664065;103.85;113.7157483291626
2679.7;2934.2714465332033;94.3;103.25850334167481
8310.55;9100.052036132813;116.1;127.1294983291626
5682.25;6222.06375;105.55;115.5772533416748
1120.95;1227.440196533203;98.9;108.29550167083741
4914.9;5381.815393066407;94.4;103.3680016708374
923.5;1011.2325;98.3;107.6385033416748
1625.65;1780.0867767333984;93.85;102.76574832916259
6068.65;6645.171643066406;105.6;115.6319983291626
5398.6;5911.467106933594;81.35;89.07824832916259
918.6;1005.8669732666016;100.5;110.0475
1231.85;1348.8757232666017;65.35;71.5582483291626
7984.15;8742.644143066405;111.25;121.81875
7848.5;8594.1075;106.1;116.1794983291626
4807.45;5264.157963867187;65.55;71.77725334167481
2239.4;2452.142893066406;104.55;114.4822533416748
4786.15;5240.834143066406;79.7;87.27149665832519
2404.15;2632.5441430664064;76.3;83.5485033416748
7039.45;7708.197963867187;103.75;113.60625
2538.05;2779.164803466797;86.45;94.66274665832519
360.1;394.3095066833496;84.6;92.6369983291626
NULL;NULL;80.85;88.53074832916259
7118.9;7795.195393066406;108.05;118.3147533416748
2001.0;2191.095;79.85;87.43574832916259
4919.7;5387.071713867187;65.5;71.7225
5645.8;6182.150786132813;104.1;113.9894983291626
3395.8;3718.401053466797;99.05;108.4597533416748
2162.6;2368.0471069335936;95.1;104.1344983291626
2028.8;2221.536053466797;81.75;89.51625
4054.2;4439.348946533203;73.25;80.20875
832.35;911.4232232666016;100.3;109.8285033416748
174.8;191.40600334167482;96.0;105.12
90.55;99.15225334167481;90.55;99.15225334167481
4542.35;4973.873356933594;75.95;83.1652466583252
7532.15;8247.704143066407;108.05;118.3147533416748
6383.35;6989.768356933594;103.75;113.60625
86.6;94.82699832916259;86.6;94.82699832916259
424.45;464.7727633666992;94.3;103.25850334167481
132.4;144.97799331665038;70.3;76.97850334167481
660.9;723.6855267333984;95.35;104.4082483291626
5016.25;5492.79375;95.85;104.9557483291626
1612.75;1765.96125;90.1;98.6594983291626
3204.65;3509.0916430664065;99.55;109.00725334167481
4145.25;4539.04875;58.65;64.2217516708374
827.45;906.0577633666992;95.9;105.0105016708374
990.85;1084.9807232666017;57.45;62.9077508354187
696.35;762.5032232666016;53.65;58.746751670837405
5585.4;6116.012893066406;80.1;87.7094983291626
162.45;177.8827466583252;40.05;43.8547491645813
3861.45;4228.287696533203;86.1;94.27949832916259
6668.35;7301.843356933594;110.0;120.45
819.4;897.2430267333984;100.6;110.1569983291626
1957.1;2143.0244732666015;71.6;78.4019983291626
729.95;799.2952633666993;92.1;100.8494983291626
5924.4;6487.217893066407;81.85;89.6257483291626
7849.85;8595.585856933594;114.7;125.5964966583252
649.4;711.0930267333985;49.15;53.8192516708374
4557.5;4990.4625;80.9;88.5855016708374
1266.1;1386.3794732666015;90.45;99.0427466583252
4209.95;4609.895463867188;99.3;108.7335033416748
526.95;577.0102633666992;43.65;47.7967516708374
552.7;605.2065133666993;35.5;38.8725
3208.65;3513.471643066406;80.75;88.42125
210.75;230.77125;39.5;43.2525
3706.95;4059.110196533203;97.1;106.3244983291626
412.5;451.6875;80.0;87.6
185.55;203.1772533416748;89.55;98.05725334167481
8046.85;8811.300856933594;112.4;123.07800167083741
2210.2;2420.1689465332033;89.25;97.72875
4853.75;5314.85625;99.05;108.4597533416748
1304.85;1428.8107232666016;56.75;62.14125
713.0;780.735;98.05;107.3647533416748
5580.8;6110.975786132813;96.65;105.8317516708374
4527.45;4957.557963867188;114.5;125.3775
4564.9;4998.565393066407;98.85;108.2407483291626
171.15;187.4092433166504;80.95;88.6402466583252
1047.7;1147.231446533203;89.7;98.2214966583252
1622.45;1776.582696533203;100.45;109.99274665832519
5680.9;6220.585393066406;107.45;117.6577466583252
2243.9;2457.0703930664063;75.35;82.5082483291626
7159.7;7839.871713867187;100.45;109.99274665832519
580.1;635.2094732666015;81.25;88.96875
2178.6;2385.5671069335935;90.4;98.9880016708374
5637.85;6173.445856933594;105.2;115.19399665832519
769.1;842.1644732666016;79.75;87.32625
6253.0;6847.035;97.45;106.70774665832519
387.2;423.98401336669923;94.4;103.3680016708374
6293.45;6891.3279638671875;89.85;98.3857483291626
3145.9;3444.7603930664063;98.85;108.2407483291626
4577.75;5012.63625;89.45;97.9477466583252
4997.5;5472.2625;105.25;115.24875
4144.8;4538.5557861328125;59.5;65.1525
4179.1;4576.114606933594;82.5;90.3375
893.55;978.4372366333008;44.85;49.1107483291626
4284.8;4691.855786132813;105.65;115.6867516708374
1133.65;1241.3467767333984;104.05;113.9347533416748
8333.95;9125.675463867188;114.65;125.5417516708374
1161.75;1272.11625;88.95;97.4002466583252
35.55;38.9272491645813;35.55;38.9272491645813
196.9;215.60549331665038;95.15;104.18925167083741
1162.85;1273.3207232666016;96.65;105.8317516708374
1677.85;1837.2457232666015;40.35;44.183248329162595
5475.9;5996.110393066407;94.1;103.0394983291626
2326.05;2547.024803466797;95.1;104.1344983291626
4991.5;5465.6925;72.35;79.2232483291626
5831.2;6385.164213867188;82.7;90.5564966583252
8093.15;8861.999143066407;114.0;124.83
5610.25;6143.22375;94.4;103.3680016708374
3217.65;3523.326643066406;100.4;109.93800167083741
669.45;733.0477633666992;109.9;120.3405016708374
3593.8;3935.211053466797;79.2;86.72399665832519
1553.95;1701.575196533203;101.35;110.9782483291626
3196.0;3499.62;53.75;58.85625
4872.2;5335.059213867187;93.45;102.3277466583252
60.15;65.8642516708374;60.15;65.8642516708374
7413.55;8117.8370361328125;104.05;113.9347533416748
3532.0;3867.54;99.25;108.67875000000001
256.75;281.14125;85.7;93.8414966583252
3887.25;4256.53875;104.85;114.81074832916259
3510.3;3843.778553466797;74.45;81.52274665832519
1259.35;1378.9882232666016;60.0;65.7
5538.35;6064.4933569335935;85.25;93.34875
3778.0;4136.91;104.5;114.4275
4867.95;5330.405463867188;94.25;103.20375
571.45;625.7377633666993;69.4;75.9930016708374
740.8;811.1759866333008;66.35;72.6532483291626
1532.45;1678.032696533203;86.0;94.17
250.05;273.8047533416748;80.3;87.9285033416748
4300.45;4708.992963867187;70.45;77.1427466583252
1111.2;1216.7639465332031;65.75;71.99625
810.2;887.1690133666992;49.95;54.695250835418705
4847.35;5307.848356933594;100.85;110.4307483291626
4729.3;5178.583286132813;75.35;82.5082483291626
1398.6;1531.4669732666016;64.4;70.5180016708374
5826.65;6380.181643066407;105.85;115.9057483291626
1529.2;1674.4739465332032;96.15;105.2842516708374
1888.45;2067.852696533203;64.5;70.6275
2117.25;2318.38875;90.45;99.0427466583252
4730.9;5180.335393066406;105.15;115.13925167083741
5744.35;6290.063356933594;103.2;113.00399665832519
523.15;572.8492767333985;79.3;86.8335033416748
6110.75;6691.27125;85.9;94.0605016708374
1596.6;1748.2769732666015;34.2;37.4490008354187
4424.2;4844.499213867188;95.25;104.29875
6127.6;6709.722106933594;89.6;98.1119983291626
6671.7;7305.511713867188;95.2;104.2439966583252
5264.3;5764.4082861328125;94.8;103.80600334167481
6448.05;7060.614536132813;110.15;120.6142516708374
7159.05;7839.159536132813;115.55;126.52725334167481
6638.35;7268.9933569335935;101.15;110.7592516708374
2234.55;2446.832303466797;60.7;66.4665008354187
8317.95;9108.155463867188;114.85;125.7607483291626
62.8;68.7659991645813;62.8;68.7659991645813
7544.0;8260.68;105.5;115.52250000000001
676.7;740.9865133666992;89.5;98.0025
74.1;81.13949832916259;74.1;81.13949832916259
3242.5;3550.5375;107.5;117.7125
5899.85;6460.335856933594;84.45;92.47274665832519
5193.2;5686.554213867187;84.5;92.5275
7530.8;8246.225786132813;111.2;121.7639966583252
5460.2;5978.919213867188;80.6;88.2569983291626
1367.75;1497.68625;57.6;63.0719983291626
7962.2;8718.609213867188;110.6;121.1069983291626
3533.6;3869.292106933594;81.0;88.695
1345.55;1473.3773034667968;85.6;93.7319983291626
8127.6;8899.722106933594;115.55;126.52725334167481
2680.15;2934.764143066406;75.55;82.72725334167481
3207.55;3512.267303466797;97.65;106.9267516708374
2049.05;2243.709803466797;45.1;49.3844983291626
3629.2;3973.973946533203;70.95;77.6902466583252
5124.55;5611.382036132813;109.55;119.9572533416748
579.0;634.005;66.7;73.03649665832519
3131.55;3429.047303466797;94.8;103.80600334167481
5961.1;6527.404606933594;99.5;108.9525
7133.25;7810.9087500000005;105.0;114.975
4688.65;5134.071643066406;73.05;79.9897533416748
5985.0;6553.575;100.75;110.32125
1258.6;1378.1669732666016;87.25;95.53875
2553.35;2795.9183569335937;49.65;54.3667516708374
4549.05;4981.209536132813;60.95;66.7402508354187
5315.1;5820.034606933594;111.45;122.03774665832519
889.9;974.4405267333984;94.75;103.75125
1290.0;1412.55;95.05;104.0797533416748
6474.4;7089.467893066407;92.0;100.74
4421.95;4842.035463867188;85.5;93.6225
2452.7;2685.7064465332032;41.05;44.9497491645813
2192.9;2401.2253930664065;95.3;104.35350334167481
3858.05;4224.564803466797;84.35;92.3632483291626
347.4;380.4029933166504;70.0;76.65
6145.2;6728.994213867188;98.45;107.80274665832519
4904.25;5370.15375;102.5;112.2375
5632.55;6167.642036132813;86.55;94.7722533416748
3217.55;3523.2173034667967;94.25;103.20375
4888.2;5352.579213867188;68.75;75.28125
6840.95;7490.840463867187;110.8;121.3260033416748
3001.2;3286.3139465332033;73.0;79.935
6254.2;6848.349213867187;100.05;109.55475334167481
319.6;349.9620066833496;82.85;90.7207483291626
442.85;484.9207566833496;99.8;109.2810033416748
553.0;605.535;35.0;38.325
546.45;598.3627633666993;66.25;72.54375
343.45;376.07776336669923;44.55;48.7822491645813
7412.25;8116.41375;104.1;113.9894983291626
4039.0;4422.705;92.55;101.3422533416748
170.85;187.08075668334962;93.85;102.76574832916259
2948.6;3228.7171069335936;101.45;111.0877466583252
6603.8;7231.160786132812;100.3;109.8285033416748
3166.9;3467.755393066406;55.5;60.7725
6373.1;6978.544606933594;89.55;98.05725334167481
5985.75;6554.39625;99.8;109.2810033416748
732.5;802.0875;84.4;92.4180016708374
7869.05;8616.609536132812;113.05;123.78975334167481
1504.05;1646.934803466797;101.1;110.7044983291626
741.4;811.8330267333985;74.15;81.1942516708374
1132.75;1240.36125;99.95;109.4452466583252
7227.45;7914.057963867188;109.4;119.7930016708374
5458.8;5977.385786132812;97.8;107.0910033416748
